"","desde fila/columna","hasta fila/columna","largos"
"6436",30,10,55
"6437",30,10,15
"6438",30,10,16
"6439",30,10,15
"6440",30,10,26
"6441",30,10,19
"6442",30,10,36
"6443",30,10,18
"6444",30,10,7
"6445",30,10,44
"6446",30,10,52
"6447",30,10,4
"6448",30,10,27
"6449",30,10,23
"6450",30,10,17
"6451",30,10,23
"6452",30,10,9
"6453",30,10,26
"6454",30,10,57
"6455",30,10,18
"6456",30,10,46
"6457",30,10,19
"6458",30,10,15
"6459",30,10,22
"6460",30,10,12
"6461",30,10,9
"6462",30,10,25
"6463",30,10,11
"6464",30,10,12
"6465",30,10,15
"6466",30,10,17
"6467",30,10,11
"6468",30,10,14
"6469",30,10,22
"6470",30,10,10
"6471",30,10,4
"6472",30,10,17
"6473",30,10,12
"6474",30,10,21
"6475",30,10,21
"6476",30,10,11
"6477",30,10,11
"6478",30,10,5
"6479",30,10,24
"6480",30,10,17
"6481",30,10,13
"6482",30,10,57
"6483",30,10,7
"6484",30,10,23
"6485",30,10,51
"6486",30,10,4
"6487",30,10,26
"6488",30,10,17
"6489",30,10,18
"6490",30,10,14
"6491",30,10,35
"6492",30,10,19
"6493",30,10,13
"6494",30,10,40
"6495",30,10,17
"6496",30,10,37
"6497",30,10,21
"6498",30,10,14
"6499",30,10,6
"6500",30,10,3
"6501",30,20,31
"6502",30,20,36
"6503",30,20,7
"6504",30,20,3
"6505",30,20,5
"6506",30,20,8
"6507",30,20,17
"6508",30,20,5
"6509",30,20,41
"6510",30,20,34
"6511",30,20,91
"6512",30,20,10
"6513",30,20,16
"6514",30,20,26
"6515",30,20,13
"6516",30,20,11
"6517",30,20,15
"6518",30,20,24
"6519",30,20,137
"6520",30,20,41
"6521",30,20,8
"6522",30,20,10
"6523",30,20,81
"6524",30,20,18
"6525",30,20,18
"6526",30,20,11
"6527",30,20,75
"6528",30,20,21
"6529",30,20,11
"6530",30,20,36
"6531",30,20,31
"6532",30,20,23
"6533",30,20,104
"6534",30,20,50
"6535",30,20,14
"6536",30,20,16
"6537",30,20,11
"6538",30,20,19
"6539",30,20,5
"6540",30,20,5
"6541",30,20,15
"6542",30,20,68
"6543",30,20,26
"6544",30,20,17
"6545",30,20,20
"6546",30,20,132
"6547",30,20,6
"6548",30,20,4
"6549",30,20,29
"6550",30,20,20
"6551",30,20,28
"6552",30,20,3
"6553",30,20,18
"6554",30,20,4
"6555",30,20,9
"6556",30,20,22
"6557",30,20,30
"6558",30,20,10
"6559",30,20,9
"6560",30,20,59
"6561",30,20,19
"6562",30,20,17
"6563",30,20,4
"6564",30,20,44
"6565",30,20,29
"6566",30,20,12
"6567",30,20,8
"6568",30,20,21
"6569",30,20,5
"6570",30,20,7
"6571",30,20,16
"6572",30,20,24
"6573",30,20,22
"6574",30,20,4
"6575",30,20,13
"6576",30,20,13
"6577",30,20,20
"6578",30,20,9
"6579",30,20,10
"6580",30,20,39
"6581",30,20,10
"6582",30,20,27
"6583",30,20,8
"6584",30,20,5
"6585",30,20,6
"6586",30,20,43
"6587",30,20,23
"6588",30,20,16
"6589",30,20,10
"6590",30,20,12
"6591",30,20,16
"6592",30,20,9
"6593",30,20,10
"6594",30,20,34
"6595",30,20,53
"6596",30,20,85
"6597",30,20,6
"6598",30,20,10
"6599",30,20,92
"6600",30,20,19
"6601",30,20,12
"6602",30,20,26
"6603",30,20,15
"6604",30,20,30
"6605",30,20,12
"6606",30,20,87
"6607",30,20,6
"6608",30,20,14
"6609",30,20,14
"6610",30,20,6
"6611",30,20,21
"6612",30,20,14
"6613",30,20,15
"6614",30,20,32
"6615",30,20,9
"6616",30,20,25
"6617",30,20,16
"6618",30,20,20
"6619",30,20,22
"6620",30,20,17
"6621",30,20,17
"6622",30,20,75
"6623",30,20,14
"6624",30,20,39
"6625",30,20,17
"6626",30,20,14
"6627",30,20,8
"6628",30,20,19
"6629",30,20,8
"6630",30,20,30
"6631",30,20,12
"6632",30,20,11
"6633",30,20,11
"6634",30,20,15
"6635",30,20,11
"6636",30,20,15
"6637",30,20,3
"6638",30,20,22
"6639",30,20,14
"6640",30,20,28
"6641",30,20,15
"6642",30,20,2
"6643",30,20,21
"6644",30,20,6
"6645",30,20,6
"6646",30,20,8
"6647",30,20,13
"6648",30,20,60
"6649",30,20,19
"6650",30,20,22
"6651",30,20,12
"6652",30,20,18
"6653",30,20,4
"6654",30,20,14
"6655",30,20,34
"6656",30,20,11
"6657",30,20,9
"6658",30,20,17
"6659",30,20,12
"6660",30,20,62
"6661",30,20,30
"6662",30,20,68
"6663",30,20,12
"6664",30,20,16
"6665",30,20,4
"6666",30,20,11
"6667",30,20,4
"6668",30,20,39
"6669",30,20,10
"6670",30,20,10
"6671",30,20,30
"6672",30,20,8
"6673",30,20,12
"6674",30,20,29
"6675",30,20,9
"6676",30,20,6
"6677",30,20,7
"6678",30,20,10
"6679",30,20,3
"6680",30,20,44
"6681",30,20,23
"6682",30,20,19
"6683",30,20,42
"6684",30,20,16
"6685",30,20,15
"6686",30,20,21
"6687",30,20,10
"6688",30,20,11
"6689",30,20,34
"6690",30,20,9
"6691",30,20,36
"6692",30,20,10
"6693",30,20,19
"6694",30,20,15
"6695",30,20,17
"6696",30,20,16
"6697",30,20,41
"6698",30,20,64
"6699",30,20,61
"6700",30,20,16
"6701",30,20,71
"6702",30,20,79
"6703",30,20,31
"6704",30,20,10
"6705",30,20,6
"6706",30,20,11
"6707",30,20,9
"6708",30,20,5
"6709",30,20,16
"6710",30,20,10
"6711",30,20,20
"6712",30,20,31
"6713",30,20,15
"6714",30,20,11
"6715",30,20,20
"6716",30,20,11
"6717",30,20,25
"6718",30,20,17
"6719",30,20,35
"6720",30,20,7
"6721",30,20,48
"6722",30,20,5
"6723",30,20,7
"6724",30,20,5
"6725",30,20,20
"6726",30,20,9
"6727",30,20,38
"6728",30,20,9
"6729",30,20,21
"6730",30,20,14
"6731",30,20,27
"6732",30,20,26
"6733",30,20,31
"6734",30,20,44
"6735",30,20,6
"6736",30,20,27
"6737",30,20,14
"6738",30,20,17
"6739",30,20,37
"6740",30,20,14
"6741",30,20,8
"6742",30,20,6
"6743",30,20,15
"6744",30,20,11
"6745",30,20,14
"6746",30,20,20
"6747",30,20,14
"6748",30,20,6
"6749",30,20,12
"6750",30,20,35
"6751",30,20,23
"6752",30,20,24
"6753",30,20,80
"6754",30,20,21
"6755",30,20,17
"6756",30,20,25
"6757",30,20,22
"6758",30,20,21
"6759",30,20,44
"6760",30,20,11
"6761",30,20,4
"6762",30,20,118
"6763",30,20,16
"6764",30,20,12
"6765",30,20,23
"6766",30,20,6
"6767",30,20,14
"6768",30,20,61
"6769",30,20,12
"6770",30,20,13
"6771",30,20,9
"6772",30,20,20
"6773",30,20,10
"6774",30,20,7
"6775",30,20,27
"6776",30,20,31
"6777",30,20,91
"6778",30,20,10
"6779",30,20,36
"6780",30,20,19
"6781",30,20,13
"6782",30,20,16
"6783",30,20,11
"6784",30,20,77
"6785",30,20,23
"6786",30,20,31
"6787",30,20,16
"6788",30,20,12
"6789",30,20,28
"6790",30,20,21
"6791",30,20,5
"6792",30,20,47
"6793",30,20,14
"6794",30,20,4
"6795",30,20,14
"6796",30,20,7
"6797",30,20,2
"6798",30,20,10
"6799",30,20,22
"6800",30,20,15
"6801",30,20,24
"6802",30,20,6
"6803",30,20,11
"6804",30,20,16
"6805",30,20,11
"6806",30,20,18
"6807",30,20,55
"6808",30,20,50
"6809",30,20,9
"6810",30,20,59
"6811",30,20,22
"6812",30,20,3
"6813",30,20,57
"6814",30,20,38
"6815",30,20,23
"6816",30,20,10
"6817",30,20,9
"6818",30,20,18
"6819",30,20,47
"6820",30,20,7
"6821",30,20,10
"6822",30,20,22
"6823",30,20,7
"6824",30,20,14
"6825",30,20,44
"6826",30,20,20
"6827",30,20,12
"6828",30,20,9
"6829",30,20,31
"6830",30,20,25
"6831",30,20,40
"6832",30,20,17
"6833",30,20,26
"6834",30,20,36
"6835",30,20,23
"6836",30,20,33
"6837",30,20,13
"6838",30,20,16
"6839",30,20,6
"6840",30,20,8
"6841",30,20,15
"6842",30,20,41
"6843",30,20,2
"6844",30,20,16
"6845",30,20,40
"6846",30,20,19
"6847",30,20,6
"6848",30,20,4
"6849",30,20,36
"6850",30,20,26
"6851",30,20,9
"6852",30,20,68
"6853",30,20,7
"6854",30,20,17
"6855",30,20,9
"6856",30,20,18
"6857",30,20,15
"6858",30,20,40
"6859",30,20,43
"6860",30,20,15
"6861",30,20,11
"6862",30,20,14
"6863",30,20,56
"6864",30,20,16
"6865",30,20,11
"6866",30,20,12
"6867",30,20,86
"6868",30,20,6
"6869",30,20,8
"6870",30,20,17
"6871",30,20,34
"6872",30,20,3
"6873",30,20,13
"6874",30,20,6
"6875",30,20,39
"6876",30,20,6
"6877",30,20,17
"6878",30,20,6
"6879",30,20,12
"6880",30,20,20
"6881",30,20,13
"6882",30,20,13
"6883",30,20,9
"6884",30,20,11
"6885",30,20,6
"6886",30,20,13
"6887",30,20,18
"6888",30,20,11
"6889",30,20,20
"6890",30,20,3
"6891",30,20,11
"6892",30,20,15
"6893",30,20,13
"6894",30,20,20
"6895",30,20,10
"6896",30,20,6
"6897",30,20,72
"6898",30,20,17
"6899",30,20,12
"6900",30,20,15
"6901",30,20,100
"6902",30,20,21
"6903",30,20,10
"6904",30,20,10
"6905",30,20,8
"6906",30,20,10
"6907",30,20,38
"6908",30,20,94
"6909",30,20,52
"6910",30,20,42
"6911",30,20,12
"6912",30,20,11
"6913",30,20,8
"6914",30,20,18
"6915",30,20,12
"6916",30,20,15
"6917",30,20,21
"6918",30,20,29
"6919",30,20,11
"6920",30,20,31
"6921",30,20,5
"6922",30,20,6
"6923",30,20,81
"6924",30,20,24
"6925",30,20,4
"6926",30,20,7
"6927",30,20,23
"6928",30,20,14
"6929",30,20,15
"6930",30,20,27
"6931",30,20,34
"6932",30,20,13
"6933",30,20,22
"6934",30,20,23
"6935",30,20,10
"6936",30,20,7
"6937",30,20,14
"6938",30,20,7
"6939",30,20,18
"6940",30,20,9
"6941",30,20,9
"6942",30,20,8
"6943",30,20,23
"6944",30,20,10
"6945",30,20,7
"6946",30,20,100
"6947",30,20,17
"6948",30,20,4
"6949",30,20,32
"6950",30,20,7
"6951",30,20,14
"6952",30,20,6
"6953",30,20,9
"6954",30,20,21
"6955",30,20,30
"6956",30,20,13
"6957",30,20,9
"6958",30,20,17
"6959",30,20,41
"6960",30,20,22
"6961",30,20,18
"6962",30,20,7
"6963",30,20,27
"6964",30,20,43
"6965",30,20,10
"6966",30,20,15
"6967",30,20,13
"6968",30,20,50
"6969",30,20,10
"6970",30,20,16
"6971",30,20,23
"6972",30,20,23
"6973",30,20,10
"6974",30,20,51
"6975",30,20,11
"6976",30,20,29
"6977",30,20,10
"6978",30,20,8
"6979",30,20,30
"6980",30,20,12
"6981",30,20,10
"6982",30,20,30
"6983",30,20,23
"6984",30,20,80
"6985",30,20,10
"6986",30,20,13
"6987",30,20,22
"6988",30,20,64
"6989",30,20,8
"6990",30,20,3
"6991",30,20,6
"6992",30,20,12
"6993",30,20,26
"6994",30,20,110
"6995",30,20,8
"6996",30,20,5
"6997",30,20,13
"6998",30,20,16
"6999",30,20,26
"7000",30,20,31
"7001",30,30,31
"7002",30,30,29
"7003",30,30,168
"7004",30,30,21
"7005",30,30,18
"7006",30,30,6
"7007",30,30,30
"7008",30,30,46
"7009",30,30,11
"7010",30,30,98
"7011",30,30,7
"7012",30,30,25
"7013",30,30,53
"7014",30,30,5
"7015",30,30,6
"7016",30,30,15
"7017",30,30,12
"7018",30,30,18
"7019",30,30,11
"7020",30,30,2
"7021",30,30,16
"7022",30,30,19
"7023",30,30,2
"7024",30,30,90
"7025",30,30,35
"7026",30,30,26
"7027",30,30,16
"7028",30,30,18
"7029",30,30,92
"7030",30,30,36
"7031",30,30,8
"7032",30,30,41
"7033",30,30,138
"7034",30,30,83
"7035",30,30,3
"7036",30,30,10
"7037",30,30,12
"7038",30,30,31
"7039",30,30,24
"7040",30,30,10
"7041",30,30,19
"7042",30,30,15
"7043",30,30,21
"7044",30,30,17
"7045",30,30,6
"7046",30,30,14
"7047",30,30,93
"7048",30,30,144
"7049",30,30,19
"7050",30,30,9
"7051",30,30,14
"7052",30,30,5
"7053",30,30,15
"7054",30,30,15
"7055",30,30,38
"7056",30,30,10
"7057",30,30,12
"7058",30,30,45
"7059",30,30,26
"7060",30,30,19
"7061",30,30,21
"7062",30,30,3
"7063",30,30,16
"7064",30,30,5
"7065",30,30,93
"7066",30,30,19
"7067",30,30,19
"7068",30,30,7
"7069",30,30,39
"7070",30,30,11
"7071",30,30,8
"7072",30,30,7
"7073",30,30,9
"7074",30,30,14
"7075",30,30,45
"7076",30,30,48
"7077",30,30,29
"7078",30,30,43
"7079",30,30,78
"7080",30,30,25
"7081",30,30,4
"7082",30,30,10
"7083",30,30,10
"7084",30,30,44
"7085",30,30,23
"7086",30,30,27
"7087",30,30,23
"7088",30,30,7
"7089",30,30,19
"7090",30,30,99
"7091",30,30,5
"7092",30,30,3
"7093",30,30,22
"7094",30,30,15
"7095",30,30,30
"7096",30,30,13
"7097",30,30,17
"7098",30,30,18
"7099",30,30,73
"7100",30,30,22
"7101",30,30,24
"7102",30,30,9
"7103",30,30,26
"7104",30,30,70
"7105",30,30,33
"7106",30,30,20
"7107",30,30,19
"7108",30,30,17
"7109",30,30,34
"7110",30,30,44
"7111",30,30,23
"7112",30,30,15
"7113",30,30,15
"7114",30,30,93
"7115",30,30,33
"7116",30,30,24
"7117",30,30,5
"7118",30,30,4
"7119",30,30,17
"7120",30,30,47
"7121",30,30,45
"7122",30,30,43
"7123",30,30,31
"7124",30,30,151
"7125",30,30,42
"7126",30,30,13
"7127",30,30,113
"7128",30,30,26
"7129",30,30,74
"7130",30,30,22
"7131",30,30,16
"7132",30,30,19
"7133",30,30,96
"7134",30,30,82
"7135",30,30,22
"7136",30,30,7
"7137",30,30,23
"7138",30,30,9
"7139",30,30,13
"7140",30,30,56
"7141",30,30,34
"7142",30,30,115
"7143",30,30,37
"7144",30,30,29
"7145",30,30,18
"7146",30,30,8
"7147",30,30,19
"7148",30,30,3
"7149",30,30,47
"7150",30,30,11
"7151",30,30,17
"7152",30,30,3
"7153",30,30,27
"7154",30,30,48
"7155",30,30,37
"7156",30,30,5
"7157",30,30,9
"7158",30,30,47
"7159",30,30,11
"7160",30,30,20
"7161",30,30,11
"7162",30,30,18
"7163",30,30,5
"7164",30,30,12
"7165",30,30,8
"7166",30,30,52
"7167",30,30,103
"7168",30,30,5
"7169",30,30,11
"7170",30,30,64
"7171",30,30,13
"7172",30,30,43
"7173",30,30,33
"7174",30,30,9
"7175",30,30,11
"7176",30,30,23
"7177",30,30,65
"7178",30,30,5
"7179",30,30,23
"7180",30,30,14
"7181",30,30,5
"7182",30,30,14
"7183",30,30,10
"7184",30,30,12
"7185",30,30,6
"7186",30,30,120
"7187",30,30,44
"7188",30,30,14
"7189",30,30,30
"7190",30,30,23
"7191",30,30,62
"7192",30,30,3
"7193",30,30,12
"7194",30,30,33
"7195",30,30,69
"7196",30,30,36
"7197",30,30,39
"7198",30,30,17
"7199",30,30,33
"7200",30,30,10
"7201",30,30,3
"7202",30,30,12
"7203",30,30,80
"7204",30,30,12
"7205",30,30,16
"7206",30,30,12
"7207",30,30,12
"7208",30,30,32
"7209",30,30,62
"7210",30,30,13
"7211",30,30,37
"7212",30,30,8
"7213",30,30,11
"7214",30,30,21
"7215",30,30,23
"7216",30,30,17
"7217",30,30,40
"7218",30,30,23
"7219",30,30,14
"7220",30,30,16
"7221",30,30,41
"7222",30,30,7
"7223",30,30,2
"7224",30,30,13
"7225",30,30,97
"7226",30,30,60
"7227",30,30,121
"7228",30,30,40
"7229",30,30,7
"7230",30,30,6
"7231",30,30,28
"7232",30,30,10
"7233",30,30,28
"7234",30,30,8
"7235",30,30,22
"7236",30,30,24
"7237",30,30,13
"7238",30,30,3
"7239",30,30,5
"7240",30,30,57
"7241",30,30,14
"7242",30,30,11
"7243",30,30,36
"7244",30,30,12
"7245",30,30,22
"7246",30,30,25
"7247",30,30,70
"7248",30,30,19
"7249",30,30,52
"7250",30,30,26
"7251",30,30,79
"7252",30,30,60
"7253",30,30,20
"7254",30,30,28
"7255",30,30,8
"7256",30,30,14
"7257",30,30,8
"7258",30,30,11
"7259",30,30,23
"7260",30,30,23
"7261",30,30,120
"7262",30,30,16
"7263",30,30,18
"7264",30,30,79
"7265",30,30,4
"7266",30,30,7
"7267",30,30,31
"7268",30,30,27
"7269",30,30,14
"7270",30,30,22
"7271",30,30,6
"7272",30,30,10
"7273",30,30,20
"7274",30,30,26
"7275",30,30,19
"7276",30,30,50
"7277",30,30,12
"7278",30,30,3
"7279",30,30,11
"7280",30,30,8
"7281",30,30,17
"7282",30,30,8
"7283",30,30,6
"7284",30,30,10
"7285",30,30,11
"7286",30,30,19
"7287",30,30,91
"7288",30,30,11
"7289",30,30,49
"7290",30,30,59
"7291",30,30,13
"7292",30,30,5
"7293",30,30,39
"7294",30,30,39
"7295",30,30,9
"7296",30,30,14
"7297",30,30,16
"7298",30,30,15
"7299",30,30,43
"7300",30,30,21
"7301",30,30,11
"7302",30,30,15
"7303",30,30,10
"7304",30,30,16
"7305",30,30,8
"7306",30,30,39
"7307",30,30,5
"7308",30,30,71
"7309",30,30,11
"7310",30,30,35
"7311",30,30,10
"7312",30,30,15
"7313",30,30,26
"7314",30,30,17
"7315",30,30,19
"7316",30,30,57
"7317",30,30,34
"7318",30,30,5
"7319",30,30,23
"7320",30,30,11
"7321",30,30,5
"7322",30,30,5
"7323",30,30,19
"7324",30,30,53
"7325",30,30,10
"7326",30,30,67
"7327",30,30,43
"7328",30,30,15
"7329",30,30,9
"7330",30,30,23
"7331",30,30,32
"7332",30,30,14
"7333",30,30,17
"7334",30,30,87
"7335",30,30,81
"7336",30,30,75
"7337",30,30,8
"7338",30,30,2
"7339",30,30,9
"7340",30,30,133
"7341",30,30,43
"7342",30,30,11
"7343",30,30,18
"7344",30,30,6
"7345",30,30,6
"7346",30,30,6
"7347",30,30,92
"7348",30,30,27
"7349",30,30,28
"7350",30,30,5
"7351",30,30,62
"7352",30,30,11
"7353",30,30,13
"7354",30,30,4
"7355",30,30,71
"7356",30,30,25
"7357",30,30,39
"7358",30,30,101
"7359",30,30,19
"7360",30,30,8
"7361",30,30,57
"7362",30,30,19
"7363",30,30,74
"7364",30,30,46
"7365",30,30,12
"7366",30,30,3
"7367",30,30,2
"7368",30,30,20
"7369",30,30,3
"7370",30,30,27
"7371",30,30,37
"7372",30,30,23
"7373",30,30,40
"7374",30,30,40
"7375",30,30,9
"7376",30,30,17
"7377",30,30,134
"7378",30,30,29
"7379",30,30,6
"7380",30,30,27
"7381",30,30,155
"7382",30,30,60
"7383",30,30,67
"7384",30,30,109
"7385",30,30,20
"7386",30,30,10
"7387",30,30,28
"7388",30,30,4
"7389",30,30,6
"7390",30,30,17
"7391",30,30,7
"7392",30,30,118
"7393",30,30,5
"7394",30,30,17
"7395",30,30,6
"7396",30,30,6
"7397",30,30,15
"7398",30,30,48
"7399",30,30,121
"7400",30,30,57
"7401",30,30,31
"7402",30,30,19
"7403",30,30,13
"7404",30,30,29
"7405",30,30,9
"7406",30,30,5
"7407",30,30,46
"7408",30,30,15
"7409",30,30,5
"7410",30,30,7
"7411",30,30,22
"7412",30,30,79
"7413",30,30,34
"7414",30,30,19
"7415",30,30,3
"7416",30,30,18
"7417",30,30,29
"7418",30,30,20
"7419",30,30,9
"7420",30,30,13
"7421",30,30,9
"7422",30,30,12
"7423",30,30,23
"7424",30,30,9
"7425",30,30,10
"7426",30,30,110
"7427",30,30,7
"7428",30,30,19
"7429",30,30,18
"7430",30,30,35
"7431",30,30,18
"7432",30,30,31
"7433",30,30,8
"7434",30,30,16
"7435",30,30,31
"7436",30,30,9
"7437",30,30,16
"7438",30,30,10
"7439",30,30,35
"7440",30,30,30
"7441",30,30,7
"7442",30,30,17
"7443",30,30,19
"7444",30,30,9
"7445",30,30,30
"7446",30,30,70
"7447",30,30,8
"7448",30,30,12
"7449",30,30,3
"7450",30,30,63
"7451",30,30,37
"7452",30,30,13
"7453",30,30,12
"7454",30,30,35
"7455",30,30,86
"7456",30,30,9
"7457",30,30,23
"7458",30,30,12
"7459",30,30,22
"7460",30,30,24
"7461",30,30,17
"7462",30,30,18
"7463",30,30,10
"7464",30,30,9
"7465",30,30,12
"7466",30,30,4
"7467",30,30,15
"7468",30,30,45
"7469",30,30,6
"7470",30,30,75
"7471",30,30,29
"7472",30,30,47
"7473",30,30,17
"7474",30,30,10
"7475",30,30,19
"7476",30,30,13
"7477",30,30,8
"7478",30,30,7
"7479",30,30,10
"7480",30,30,22
"7481",30,30,40
"7482",30,30,5
"7483",30,30,33
"7484",30,30,34
"7485",30,30,13
"7486",30,30,125
"7487",30,30,4
"7488",30,30,30
"7489",30,30,14
"7490",30,30,91
"7491",30,30,23
"7492",30,30,39
"7493",30,30,108
"7494",30,30,15
"7495",30,30,22
"7496",30,30,3
"7497",30,30,17
"7498",30,30,12
"7499",30,30,12
"7500",30,30,15
"7501",30,40,4
"7502",30,40,64
"7503",30,40,79
"7504",30,40,59
"7505",30,40,103
"7506",30,40,32
"7507",30,40,16
"7508",30,40,5
"7509",30,40,68
"7510",30,40,16
"7511",30,40,82
"7512",30,40,16
"7513",30,40,33
"7514",30,40,28
"7515",30,40,17
"7516",30,40,52
"7517",30,40,16
"7518",30,40,18
"7519",30,40,15
"7520",30,40,137
"7521",30,40,14
"7522",30,40,15
"7523",30,40,21
"7524",30,40,7
"7525",30,40,15
"7526",30,40,32
"7527",30,40,11
"7528",30,40,22
"7529",30,40,4
"7530",30,40,10
"7531",30,40,61
"7532",30,40,63
"7533",30,40,24
"7534",30,40,47
"7535",30,40,20
"7536",30,40,27
"7537",30,40,9
"7538",30,40,8
"7539",30,40,31
"7540",30,40,73
"7541",30,40,8
"7542",30,40,4
"7543",30,40,10
"7544",30,40,7
"7545",30,40,81
"7546",30,40,5
"7547",30,40,21
"7548",30,40,62
"7549",30,40,36
"7550",30,40,4
"7551",30,40,11
"7552",30,40,22
"7553",30,40,24
"7554",30,40,108
"7555",30,40,2
"7556",30,40,29
"7557",30,40,20
"7558",30,40,10
"7559",30,40,37
"7560",30,40,3
"7561",30,40,20
"7562",30,40,40
"7563",30,40,17
"7564",30,40,47
"7565",30,40,21
"7566",30,40,38
"7567",30,40,12
"7568",30,40,8
"7569",30,40,10
"7570",30,40,18
"7571",30,40,18
"7572",30,40,3
"7573",30,40,14
"7574",30,40,69
"7575",30,40,39
"7576",30,40,41
"7577",30,40,7
"7578",30,40,38
"7579",30,40,8
"7580",30,40,23
"7581",30,40,51
"7582",30,40,4
"7583",30,40,29
"7584",30,40,137
"7585",30,40,55
"7586",30,40,43
"7587",30,40,7
"7588",30,40,22
"7589",30,40,16
"7590",30,40,16
"7591",30,40,6
"7592",30,40,53
"7593",30,40,7
"7594",30,40,3
"7595",30,40,83
"7596",30,40,8
"7597",30,40,18
"7598",30,40,87
"7599",30,40,82
"7600",30,40,68
"7601",30,40,82
"7602",30,40,56
"7603",30,40,9
"7604",30,40,29
"7605",30,40,112
"7606",30,40,17
"7607",30,40,14
"7608",30,40,2
"7609",30,40,50
"7610",30,40,46
"7611",30,40,31
"7612",30,40,51
"7613",30,40,56
"7614",30,40,3
"7615",30,40,4
"7616",30,40,33
"7617",30,40,7
"7618",30,40,19
"7619",30,40,63
"7620",30,40,20
"7621",30,40,11
"7622",30,40,32
"7623",30,40,39
"7624",30,40,53
"7625",30,40,17
"7626",30,40,32
"7627",30,40,13
"7628",30,40,64
"7629",30,40,9
"7630",30,40,8
"7631",30,40,40
"7632",30,40,30
"7633",30,40,94
"7634",30,40,20
"7635",30,40,9
"7636",30,40,34
"7637",30,40,29
"7638",30,40,11
"7639",30,40,98
"7640",30,40,13
"7641",30,40,56
"7642",30,40,38
"7643",30,40,63
"7644",30,40,15
"7645",30,40,11
"7646",30,40,2
"7647",30,40,3
"7648",30,40,69
"7649",30,40,36
"7650",30,40,19
"7651",30,40,8
"7652",30,40,3
"7653",30,40,7
"7654",30,40,40
"7655",30,40,32
"7656",30,40,28
"7657",30,40,15
"7658",30,40,8
"7659",30,40,12
"7660",30,40,10
"7661",30,40,29
"7662",30,40,5
"7663",30,40,36
"7664",30,40,14
"7665",30,40,65
"7666",30,40,21
"7667",30,40,84
"7668",30,40,52
"7669",30,40,42
"7670",30,40,5
"7671",30,40,96
"7672",30,40,35
"7673",30,40,18
"7674",30,40,43
"7675",30,40,7
"7676",30,40,62
"7677",30,40,19
"7678",30,40,13
"7679",30,40,16
"7680",30,40,5
"7681",30,40,3
"7682",30,40,40
"7683",30,40,33
"7684",30,40,13
"7685",30,40,12
"7686",30,40,26
"7687",30,40,7
"7688",30,40,40
"7689",30,40,121
"7690",30,40,25
"7691",30,40,5
"7692",30,40,44
"7693",30,40,40
"7694",30,40,20
"7695",30,40,56
"7696",30,40,66
"7697",30,40,135
"7698",30,40,67
"7699",30,40,17
"7700",30,40,9
"7701",30,40,10
"7702",30,40,11
"7703",30,40,6
"7704",30,40,14
"7705",30,40,36
"7706",30,40,20
"7707",30,40,20
"7708",30,40,12
"7709",30,40,15
"7710",30,40,6
"7711",30,40,11
"7712",30,40,3
"7713",30,40,14
"7714",30,40,33
"7715",30,40,26
"7716",30,40,22
"7717",30,40,4
"7718",30,40,63
"7719",30,40,14
"7720",30,40,46
"7721",30,40,30
"7722",30,40,27
"7723",30,40,22
"7724",30,40,18
"7725",30,40,88
"7726",30,40,18
"7727",30,40,44
"7728",30,40,53
"7729",30,40,76
"7730",30,40,12
"7731",30,40,64
"7732",30,40,28
"7733",30,40,17
"7734",30,40,41
"7735",30,40,7
"7736",30,40,4
"7737",30,40,27
"7738",30,40,6
"7739",30,40,55
"7740",30,40,10
"7741",30,40,46
"7742",30,40,95
"7743",30,40,12
"7744",30,40,30
"7745",30,40,106
"7746",30,40,13
"7747",30,40,27
"7748",30,40,15
"7749",30,40,10
"7750",30,40,7
"7751",30,40,11
"7752",30,40,7
"7753",30,40,24
"7754",30,40,17
"7755",30,40,24
"7756",30,40,29
"7757",30,40,21
"7758",30,40,26
"7759",30,40,3
"7760",30,40,15
"7761",30,40,6
"7762",30,40,8
"7763",30,40,45
"7764",30,40,47
"7765",30,40,8
"7766",30,40,15
"7767",30,40,14
"7768",30,40,13
"7769",30,40,62
"7770",30,40,17
"7771",30,40,4
"7772",30,40,59
"7773",30,40,15
"7774",30,40,32
"7775",30,40,13
"7776",30,40,15
"7777",30,40,8
"7778",30,40,18
"7779",30,40,58
"7780",30,40,21
"7781",30,40,15
"7782",30,40,18
"7783",30,40,20
"7784",30,40,12
"7785",30,40,58
"7786",30,40,33
"7787",30,40,55
"7788",30,40,44
"7789",30,40,19
"7790",30,40,10
"7791",30,40,16
"7792",30,40,50
"7793",30,40,13
"7794",30,40,66
"7795",30,40,19
"7796",30,40,130
"7797",30,40,35
"7798",30,40,33
"7799",30,40,50
"7800",30,40,35
"7801",30,40,15
"7802",30,40,35
"7803",30,40,21
"7804",30,40,8
"7805",30,40,18
"7806",30,40,19
"7807",30,40,8
"7808",30,40,97
"7809",30,40,6
"7810",30,40,31
"7811",30,40,22
"7812",30,40,20
"7813",30,40,8
"7814",30,40,9
"7815",30,40,12
"7816",30,40,6
"7817",30,40,3
"7818",30,40,9
"7819",30,40,47
"7820",30,40,35
"7821",30,40,8
"7822",30,40,39
"7823",30,40,5
"7824",30,40,75
"7825",30,40,9
"7826",30,40,20
"7827",30,40,11
"7828",30,40,30
"7829",30,40,19
"7830",30,40,62
"7831",30,40,45
"7832",30,40,25
