"","desde fila/columna","hasta fila/columna","largos"
"5039",20,30,27
"5040",20,30,7
"5041",20,30,30
"5042",20,30,6
"5043",20,30,11
"5044",20,30,22
"5045",20,30,22
"5046",20,30,8
"5047",20,30,21
"5048",20,30,21
"5049",20,30,10
"5050",20,30,18
"5051",20,30,16
"5052",20,30,4
"5053",20,30,51
"5054",20,30,9
"5055",20,30,82
"5056",20,30,23
"5057",20,30,6
"5058",20,30,8
"5059",20,30,9
"5060",20,30,42
"5061",20,30,11
"5062",20,30,14
"5063",20,30,19
"5064",20,30,21
"5065",20,30,10
"5066",20,30,83
"5067",20,30,2
"5068",20,30,11
"5069",20,30,2
"5070",20,30,38
"5071",20,30,59
"5072",20,30,16
"5073",20,30,11
"5074",20,30,9
"5075",20,30,21
"5076",20,30,10
"5077",20,30,31
"5078",20,30,5
"5079",20,30,16
"5080",20,30,25
"5081",20,30,3
"5082",20,30,27
"5083",20,30,8
"5084",20,30,16
"5085",20,30,5
"5086",20,30,12
"5087",20,30,14
"5088",20,30,73
"5089",20,30,28
"5090",20,30,12
"5091",20,30,27
"5092",20,30,44
"5093",20,30,37
"5094",20,30,25
"5095",20,30,10
"5096",20,30,16
"5097",20,30,7
"5098",20,30,8
"5099",20,30,15
"5100",20,30,15
"5101",20,30,10
"5102",20,30,7
"5103",20,30,17
"5104",20,30,13
"5105",20,30,3
"5106",20,30,18
"5107",20,30,20
"5108",20,30,66
"5109",20,30,13
"5110",20,30,14
"5111",20,30,54
"5112",20,30,21
"5113",20,30,23
"5114",20,30,9
"5115",20,30,37
"5116",20,30,104
"5117",20,30,36
"5118",20,30,19
"5119",20,30,39
"5120",20,30,72
"5121",20,30,35
"5122",20,30,32
"5123",20,30,12
"5124",20,30,16
"5125",20,30,3
"5126",20,30,10
"5127",20,30,14
"5128",20,30,33
"5129",20,30,24
"5130",20,30,38
"5131",20,30,24
"5132",20,30,16
"5133",20,30,19
"5134",20,30,19
"5135",20,30,8
"5136",20,30,18
"5137",20,30,56
"5138",20,30,7
"5139",20,30,10
"5140",20,30,23
"5141",20,30,29
"5142",20,30,15
"5143",20,30,4
"5144",20,30,19
"5145",20,30,134
"5146",20,30,7
"5147",20,30,24
"5148",20,30,5
"5149",20,30,30
"5150",20,30,21
"5151",20,30,78
"5152",20,30,17
"5153",20,30,35
"5154",20,30,12
"5155",20,30,13
"5156",20,30,3
"5157",20,30,36
"5158",20,30,44
"5159",20,30,8
"5160",20,30,14
"5161",20,30,28
"5162",20,30,18
"5163",20,30,23
"5164",20,30,13
"5165",20,30,73
"5166",20,30,4
"5167",20,30,16
"5168",20,30,75
"5169",20,30,9
"5170",20,30,17
"5171",20,30,9
"5172",20,30,88
"5173",20,30,14
"5174",20,30,14
"5175",20,30,4
"5176",20,30,12
"5177",20,30,2
"5178",20,30,9
"5179",20,30,13
"5180",20,30,12
"5181",20,30,50
"5182",20,30,15
"5183",20,30,18
"5184",20,30,7
"5185",20,30,3
"5186",20,30,34
"5187",20,30,13
"5188",20,30,23
"5189",20,30,22
"5190",20,30,16
"5191",20,30,38
"5192",20,30,23
"5193",20,30,39
"5194",20,30,89
"5195",20,30,12
"5196",20,30,6
"5197",20,30,9
"5198",20,30,13
"5199",20,30,35
"5200",20,30,18
"5201",20,30,42
"5202",20,30,21
"5203",20,30,17
"5204",20,30,14
"5205",20,30,15
"5206",20,30,93
"5207",20,30,11
"5208",20,30,7
"5209",20,30,8
"5210",20,30,7
"5211",20,30,11
"5212",20,30,13
"5213",20,30,14
"5214",20,30,48
"5215",20,30,14
"5216",20,30,7
"5217",20,30,23
"5218",20,30,36
"5219",20,30,8
"5220",20,30,35
"5221",20,30,22
"5222",20,30,4
"5223",20,30,10
"5224",20,30,11
"5225",20,30,8
"5226",20,30,10
"5227",20,30,16
"5228",20,30,15
"5229",20,30,19
"5230",20,30,26
"5231",20,30,19
"5232",20,30,24
"5233",20,30,9
"5234",20,30,6
"5235",20,30,15
"5236",20,30,14
"5237",20,30,33
"5238",20,30,13
"5239",20,30,112
"5240",20,30,31
"5241",20,30,38
"5242",20,30,16
"5243",20,30,13
"5244",20,30,8
"5245",20,30,7
"5246",20,30,13
"5247",20,30,16
"5248",20,30,8
"5249",20,30,13
"5250",20,30,11
"5251",20,30,44
"5252",20,30,11
"5253",20,30,11
"5254",20,30,16
"5255",20,30,33
"5256",20,30,23
"5257",20,30,20
"5258",20,30,59
"5259",20,30,13
"5260",20,30,11
"5261",20,30,30
"5262",20,30,7
"5263",20,30,15
"5264",20,30,28
"5265",20,30,9
"5266",20,30,43
"5267",20,30,14
"5268",20,30,15
"5269",20,30,26
"5270",20,30,48
"5271",20,30,88
"5272",20,30,8
"5273",20,30,20
"5274",20,30,8
"5275",20,30,7
"5276",20,30,29
"5277",20,30,77
"5278",20,30,11
"5279",20,30,18
"5280",20,30,12
"5281",20,30,14
"5282",20,30,25
"5283",20,30,36
"5284",20,30,46
"5285",20,30,34
"5286",20,30,6
"5287",20,30,13
"5288",20,30,30
"5289",20,30,8
"5290",20,30,30
"5291",20,30,5
"5292",20,30,10
"5293",20,30,30
"5294",20,30,16
"5295",20,30,43
"5296",20,30,9
"5297",20,30,8
"5298",20,30,78
"5299",20,30,18
"5300",20,30,17
"5301",20,30,37
"5302",20,30,22
"5303",20,30,14
"5304",20,30,40
"5305",20,30,60
"5306",20,30,16
"5307",20,30,26
"5308",20,30,17
"5309",20,30,26
"5310",20,30,25
"5311",20,30,61
"5312",20,30,60
"5313",20,30,21
"5314",20,30,29
"5315",20,30,34
"5316",20,30,5
"5317",20,30,66
"5318",20,30,9
"5319",20,30,44
"5320",20,30,4
"5321",20,30,32
"5322",20,30,5
"5323",20,30,13
"5324",20,30,28
"5325",20,30,35
"5326",20,30,16
"5327",20,30,53
"5328",20,30,16
"5329",20,30,9
"5330",20,30,88
"5331",20,30,12
"5332",20,30,45
"5333",20,30,25
"5334",20,30,19
"5335",20,30,13
"5336",20,30,18
"5337",20,30,6
"5338",20,30,15
"5339",20,30,7
"5340",20,30,10
"5341",20,30,13
"5342",20,30,9
"5343",20,30,56
"5344",20,30,80
"5345",20,30,30
"5346",20,30,12
"5347",20,30,62
"5348",20,30,16
"5349",20,30,25
"5350",20,30,4
"5351",20,30,10
"5352",20,30,5
"5353",20,30,22
"5354",20,30,53
"5355",20,30,14
"5356",20,30,34
"5357",20,30,7
"5358",20,30,7
"5359",20,30,28
"5360",20,30,5
"5361",20,30,10
"5362",20,30,4
"5363",20,30,3
"5364",20,30,6
"5365",20,30,23
"5366",20,30,27
"5367",20,30,22
"5368",20,30,9
"5369",20,30,21
"5370",20,30,11
"5371",20,30,5
"5372",20,30,20
"5373",20,30,11
"5374",20,30,41
"5375",20,30,39
"5376",20,30,64
"5377",20,30,11
"5378",20,30,111
"5379",20,30,40
"5380",20,30,8
"5381",20,30,46
"5382",20,30,7
"5383",20,30,5
"5384",20,30,14
"5385",20,30,9
"5386",20,30,17
"5387",20,30,16
"5388",20,30,19
"5389",20,30,8
"5390",20,30,13
"5391",20,30,23
"5392",20,30,26
"5393",20,30,50
"5394",20,30,36
"5395",20,30,15
"5396",20,30,12
"5397",20,30,6
"5398",20,30,46
"5399",20,30,37
"5400",20,30,6
"5401",20,30,9
"5402",20,30,30
"5403",20,30,55
"5404",20,30,23
"5405",20,30,36
"5406",20,30,58
"5407",20,30,31
"5408",20,30,17
"5409",20,30,23
"5410",20,30,32
"5411",20,30,5
"5412",20,30,11
"5413",20,30,11
"5414",20,30,41
"5415",20,30,3
"5416",20,30,16
"5417",20,30,58
"5418",20,30,25
"5419",20,30,77
"5420",20,30,26
"5421",20,30,16
"5422",20,30,9
"5423",20,30,23
"5424",20,30,9
"5425",20,30,18
"5426",20,30,14
"5427",20,30,16
"5428",20,30,11
"5429",20,30,5
"5430",20,30,19
"5431",20,30,12
"5432",20,30,8
"5433",20,30,91
"5434",20,30,7
"5435",20,30,86
"5436",20,30,12
"5437",20,30,58
"5438",20,30,5
"5439",20,30,68
"5440",20,30,8
"5441",20,30,54
"5442",20,30,12
"5443",20,30,45
"5444",20,30,60
"5445",20,30,7
"5446",20,30,20
"5447",20,30,7
"5448",20,30,18
"5449",20,30,23
"5450",20,30,12
"5451",20,30,28
"5452",20,30,14
"5453",20,30,33
"5454",20,30,118
"5455",20,30,29
"5456",20,30,15
"5457",20,30,43
"5458",20,30,6
"5459",20,30,18
"5460",20,30,9
"5461",20,30,12
"5462",20,30,13
"5463",20,30,8
"5464",20,30,62
"5465",20,30,4
"5466",20,30,11
"5467",20,30,11
"5468",20,30,2
"5469",20,30,11
"5470",20,30,22
"5471",20,30,16
"5472",20,30,9
"5473",20,30,12
"5474",20,30,26
"5475",20,30,57
"5476",20,30,15
"5477",20,30,27
"5478",20,30,3
"5479",20,30,30
"5480",20,30,48
"5481",20,30,12
"5482",20,30,52
"5483",20,30,25
"5484",20,30,29
"5485",20,30,3
"5486",20,30,16
"5487",20,30,34
"5488",20,30,11
"5489",20,30,14
"5490",20,30,8
"5491",20,30,85
"5492",20,30,15
"5493",20,30,23
"5494",20,30,10
"5495",20,30,19
"5496",20,30,10
"5497",20,30,9
"5498",20,30,81
"5499",20,30,72
"5500",20,30,29
"5501",20,40,24
"5502",20,40,10
"5503",20,40,10
"5504",20,40,18
"5505",20,40,8
"5506",20,40,27
"5507",20,40,57
"5508",20,40,28
"5509",20,40,29
"5510",20,40,13
"5511",20,40,20
"5512",20,40,18
"5513",20,40,16
"5514",20,40,54
"5515",20,40,55
"5516",20,40,4
"5517",20,40,39
"5518",20,40,122
"5519",20,40,26
"5520",20,40,43
"5521",20,40,28
"5522",20,40,15
"5523",20,40,22
"5524",20,40,5
"5525",20,40,78
"5526",20,40,23
"5527",20,40,6
"5528",20,40,13
"5529",20,40,50
"5530",20,40,15
"5531",20,40,7
"5532",20,40,4
"5533",20,40,2
"5534",20,40,18
"5535",20,40,3
"5536",20,40,8
"5537",20,40,22
"5538",20,40,16
"5539",20,40,23
"5540",20,40,104
"5541",20,40,10
"5542",20,40,39
"5543",20,40,7
"5544",20,40,19
"5545",20,40,34
"5546",20,40,16
"5547",20,40,31
"5548",20,40,26
"5549",20,40,8
"5550",20,40,7
"5551",20,40,18
"5552",20,40,14
"5553",20,40,20
"5554",20,40,13
"5555",20,40,31
"5556",20,40,18
"5557",20,40,15
"5558",20,40,50
"5559",20,40,30
"5560",20,40,14
"5561",20,40,4
"5562",20,40,22
"5563",20,40,15
"5564",20,40,35
"5565",20,40,9
"5566",20,40,20
"5567",20,40,49
"5568",20,40,6
"5569",20,40,27
"5570",20,40,31
"5571",20,40,19
"5572",20,40,8
"5573",20,40,22
"5574",20,40,5
"5575",20,40,142
"5576",20,40,4
"5577",20,40,19
"5578",20,40,49
"5579",20,40,5
"5580",20,40,10
"5581",20,40,30
"5582",20,40,8
"5583",20,40,23
"5584",20,40,14
"5585",20,40,50
"5586",20,40,7
"5587",20,40,18
"5588",20,40,21
"5589",20,40,10
"5590",20,40,37
"5591",20,40,35
"5592",20,40,15
"5593",20,40,12
"5594",20,40,42
"5595",20,40,107
"5596",20,40,14
"5597",20,40,34
"5598",20,40,69
"5599",20,40,35
"5600",20,40,37
"5601",20,40,25
"5602",20,40,4
"5603",20,40,12
"5604",20,40,13
"5605",20,40,59
"5606",20,40,3
"5607",20,40,9
"5608",20,40,3
"5609",20,40,11
"5610",20,40,62
"5611",20,40,7
"5612",20,40,35
"5613",20,40,17
"5614",20,40,61
"5615",20,40,25
"5616",20,40,41
"5617",20,40,9
"5618",20,40,18
"5619",20,40,6
"5620",20,40,30
"5621",20,40,33
"5622",20,40,10
"5623",20,40,110
"5624",20,40,5
"5625",20,40,10
"5626",20,40,6
"5627",20,40,17
"5628",20,40,3
"5629",20,40,12
"5630",20,40,8
"5631",20,40,21
"5632",20,40,26
"5633",20,40,6
"5634",20,40,52
"5635",20,40,35
"5636",20,40,12
"5637",20,40,78
"5638",20,40,78
"5639",20,40,70
"5640",20,40,7
"5641",20,40,26
"5642",20,40,14
"5643",20,40,16
"5644",20,40,16
"5645",20,40,13
"5646",20,40,45
"5647",20,40,22
"5648",20,40,17
"5649",20,40,10
"5650",20,40,43
"5651",20,40,7
"5652",20,40,10
"5653",20,40,17
"5654",20,40,4
"5655",20,40,13
"5656",20,40,18
"5657",20,40,23
"5658",20,40,41
"5659",20,40,16
"5660",20,40,44
"5661",20,40,62
"5662",20,40,13
"5663",20,40,16
"5664",20,40,29
"5665",20,40,19
"5666",20,40,22
"5667",20,40,44
"5668",20,40,10
"5669",20,40,20
"5670",20,40,20
"5671",20,40,10
"5672",20,40,14
"5673",20,40,15
"5674",20,40,20
"5675",20,40,43
"5676",20,40,10
"5677",20,40,4
"5678",20,40,40
"5679",20,40,98
"5680",20,40,14
"5681",20,40,10
"5682",20,40,11
"5683",20,40,12
"5684",20,40,82
"5685",20,40,19
"5686",20,40,14
"5687",20,40,4
"5688",20,40,11
"5689",20,40,65
"5690",20,40,27
"5691",20,40,8
"5692",20,40,33
"5693",20,40,44
"5694",20,40,16
"5695",20,40,3
"5696",20,40,71
"5697",20,40,8
"5698",20,40,11
"5699",20,40,13
"5700",20,40,18
"5701",20,40,8
"5702",20,40,7
"5703",20,40,42
"5704",20,40,28
"5705",20,40,14
"5706",20,40,55
"5707",20,40,22
"5708",20,40,24
"5709",20,40,18
"5710",20,40,62
"5711",20,40,145
"5712",20,40,83
"5713",20,40,40
"5714",20,40,11
"5715",20,40,13
"5716",20,40,11
"5717",20,40,15
"5718",20,40,12
"5719",20,40,9
"5720",20,40,16
"5721",20,40,30
"5722",20,40,20
"5723",20,40,10
"5724",20,40,14
"5725",20,40,13
"5726",20,40,14
"5727",20,40,14
"5728",20,40,118
"5729",20,40,14
"5730",20,40,26
"5731",20,40,66
"5732",20,40,27
"5733",20,40,17
"5734",20,40,46
"5735",20,40,24
"5736",20,40,37
"5737",20,40,14
"5738",20,40,5
"5739",20,40,16
"5740",20,40,2
"5741",20,40,19
"5742",20,40,10
"5743",20,40,15
"5744",20,40,13
"5745",20,40,29
"5746",20,40,51
"5747",20,40,9
"5748",20,40,50
"5749",20,40,14
"5750",20,40,36
"5751",20,40,16
"5752",20,40,20
"5753",20,40,20
"5754",20,40,21
"5755",20,40,17
"5756",20,40,10
"5757",20,40,48
"5758",20,40,13
"5759",20,40,4
"5760",20,40,7
"5761",20,40,41
"5762",20,40,56
"5763",20,40,55
"5764",20,40,7
"5765",20,40,16
"5766",20,40,15
"5767",20,40,55
"5768",20,40,59
"5769",20,40,8
"5770",20,40,21
"5771",20,40,13
"5772",20,40,22
"5773",20,40,9
"5774",20,40,14
"5775",20,40,19
"5776",20,40,12
"5777",20,40,4
"5778",20,40,16
"5779",20,40,33
"5780",20,40,10
"5781",20,40,19
"5782",20,40,10
"5783",20,40,54
"5784",20,40,8
"5785",20,40,29
"5786",20,40,4
"5787",20,40,9
"5788",20,40,23
"5789",20,40,45
"5790",20,40,10
"5791",20,40,3
"5792",20,40,32
"5793",20,40,14
"5794",20,40,9
"5795",20,40,10
"5796",20,40,21
"5797",20,40,14
"5798",20,40,35
"5799",20,40,7
"5800",20,40,25
"5801",20,40,13
"5802",20,40,90
"5803",20,40,17
"5804",20,40,24
"5805",20,40,25
"5806",20,40,7
"5807",20,40,40
"5808",20,40,14
"5809",20,40,18
"5810",20,40,7
"5811",20,40,19
"5812",20,40,52
"5813",20,40,84
"5814",20,40,14
"5815",20,40,12
"5816",20,40,4
"5817",20,40,12
"5818",20,40,16
"5819",20,40,33
"5820",20,40,9
"5821",20,40,9
"5822",20,40,52
"5823",20,40,36
"5824",20,40,3
"5825",20,40,15
"5826",20,40,49
"5827",20,40,10
"5828",20,40,16
"5829",20,40,9
"5830",20,40,17
"5831",20,40,42
"5832",20,40,12
"5833",20,40,10
"5834",20,40,91
"5835",20,40,25
"5836",20,40,14
"5837",20,40,35
"5838",20,40,200
"5839",20,40,5
"5840",20,40,11
"5841",20,40,23
"5842",20,40,55
"5843",20,40,54
"5844",20,40,18
"5845",20,40,8
"5846",20,40,17
"5847",20,40,26
"5848",20,40,45
"5849",20,40,11
"5850",20,40,7
"5851",20,40,9
"5852",20,40,9
"5853",20,40,17
"5854",20,40,12
"5855",20,40,4
"5856",20,40,59
"5857",20,40,6
"5858",20,40,15
"5859",20,40,28
"5860",20,40,11
"5861",20,40,12
"5862",20,40,29
"5863",20,40,16
"5864",20,40,30
"5865",20,40,6
"5866",20,40,17
"5867",20,40,6
"5868",20,40,76
"5869",20,40,26
"5870",20,40,13
"5871",20,40,16
"5872",20,40,17
"5873",20,40,41
"5874",20,40,20
"5875",20,40,8
"5876",20,40,54
"5877",20,40,49
"5878",20,40,36
"5879",20,40,14
"5880",20,40,15
"5881",20,40,8
"5882",20,40,11
"5883",20,40,31
"5884",20,40,16
"5885",20,40,5
"5886",20,40,25
"5887",20,40,21
"5888",20,40,22
"5889",20,40,35
"5890",20,40,25
"5891",20,40,14
"5892",20,40,9
"5893",20,40,11
"5894",20,40,6
"5895",20,40,19
"5896",20,40,21
"5897",20,40,14
"5898",20,40,4
"5899",20,40,10
"5900",20,40,49
"5901",20,40,16
"5902",20,40,16
"5903",20,40,5
"5904",20,40,30
"5905",20,40,11
"5906",20,40,7
"5907",20,40,41
"5908",20,40,8
"5909",20,40,20
"5910",20,40,45
"5911",20,40,22
"5912",20,40,21
"5913",20,40,34
"5914",20,40,48
"5915",20,40,12
"5916",20,40,13
"5917",20,40,35
"5918",20,40,30
"5919",20,40,11
"5920",20,40,24
"5921",20,40,18
"5922",20,40,23
"5923",20,40,37
"5924",20,40,27
"5925",20,40,12
"5926",20,40,21
"5927",20,40,20
"5928",20,40,9
"5929",20,40,163
"5930",20,40,74
"5931",20,40,23
"5932",20,40,60
"5933",20,40,6
"5934",20,40,16
"5935",20,40,11
"5936",20,40,6
"5937",20,40,27
"5938",20,40,12
"5939",20,40,96
"5940",20,40,15
"5941",20,40,8
"5942",20,40,110
"5943",20,40,14
"5944",20,40,114
"5945",20,40,31
"5946",20,40,35
"5947",20,40,40
"5948",20,40,12
"5949",20,40,29
"5950",20,40,149
"5951",20,40,8
"5952",20,40,12
"5953",20,40,39
"5954",20,40,31
"5955",20,40,22
"5956",20,40,4
"5957",20,40,35
"5958",20,40,72
"5959",20,40,8
"5960",20,40,8
"5961",20,40,17
"5962",20,40,6
"5963",20,40,8
"5964",20,40,19
"5965",20,40,16
"5966",20,40,6
"5967",20,40,34
"5968",20,40,9
"5969",20,40,17
"5970",20,40,70
"5971",20,40,46
"5972",20,40,4
"5973",20,40,17
"5974",20,40,107
"5975",20,40,11
"5976",20,40,42
"5977",20,40,16
"5978",20,40,14
"5979",20,40,4
"5980",20,40,13
"5981",20,40,12
"5982",20,40,24
"5983",20,40,10
"5984",20,40,46
"5985",20,40,16
"5986",20,40,11
"5987",20,40,14
"5988",20,40,117
"5989",20,40,15
"5990",20,40,11
"5991",20,40,14
"5992",20,40,7
"5993",20,40,140
"5994",20,40,9
"5995",20,40,23
"5996",20,40,34
"5997",20,40,12
"5998",20,40,7
"5999",20,40,13
"6000",20,40,9
"6001",30,10,41
"6002",30,10,29
"6003",30,10,4
"6004",30,10,9
"6005",30,10,22
"6006",30,10,5
"6007",30,10,9
"6008",30,10,36
"6009",30,10,10
"6010",30,10,26
"6011",30,10,8
"6012",30,10,3
"6013",30,10,45
"6014",30,10,86
"6015",30,10,18
"6016",30,10,20
"6017",30,10,6
"6018",30,10,21
"6019",30,10,20
"6020",30,10,14
"6021",30,10,29
"6022",30,10,93
"6023",30,10,43
"6024",30,10,40
"6025",30,10,26
"6026",30,10,21
"6027",30,10,102
"6028",30,10,11
"6029",30,10,2
"6030",30,10,26
"6031",30,10,31
"6032",30,10,18
"6033",30,10,41
"6034",30,10,36
"6035",30,10,28
"6036",30,10,12
"6037",30,10,29
"6038",30,10,5
"6039",30,10,14
"6040",30,10,70
"6041",30,10,10
"6042",30,10,19
"6043",30,10,12
"6044",30,10,10
"6045",30,10,12
"6046",30,10,16
"6047",30,10,9
"6048",30,10,27
"6049",30,10,17
"6050",30,10,21
"6051",30,10,4
"6052",30,10,7
"6053",30,10,3
"6054",30,10,17
"6055",30,10,18
"6056",30,10,9
"6057",30,10,12
"6058",30,10,11
"6059",30,10,11
"6060",30,10,12
"6061",30,10,110
"6062",30,10,6
"6063",30,10,31
"6064",30,10,18
"6065",30,10,35
"6066",30,10,22
"6067",30,10,21
"6068",30,10,11
"6069",30,10,17
"6070",30,10,20
"6071",30,10,29
"6072",30,10,31
"6073",30,10,23
"6074",30,10,12
"6075",30,10,32
"6076",30,10,14
"6077",30,10,11
"6078",30,10,13
"6079",30,10,14
"6080",30,10,113
"6081",30,10,17
"6082",30,10,78
"6083",30,10,24
"6084",30,10,47
"6085",30,10,9
"6086",30,10,2
"6087",30,10,46
"6088",30,10,36
"6089",30,10,14
"6090",30,10,30
"6091",30,10,120
"6092",30,10,34
"6093",30,10,38
"6094",30,10,17
"6095",30,10,13
"6096",30,10,37
"6097",30,10,11
"6098",30,10,15
"6099",30,10,34
"6100",30,10,9
"6101",30,10,2
"6102",30,10,9
"6103",30,10,8
"6104",30,10,20
"6105",30,10,8
"6106",30,10,5
"6107",30,10,20
"6108",30,10,14
"6109",30,10,8
"6110",30,10,27
"6111",30,10,20
"6112",30,10,64
"6113",30,10,13
"6114",30,10,15
"6115",30,10,129
"6116",30,10,17
"6117",30,10,20
"6118",30,10,5
"6119",30,10,17
"6120",30,10,19
"6121",30,10,12
"6122",30,10,14
"6123",30,10,7
"6124",30,10,7
"6125",30,10,15
"6126",30,10,18
"6127",30,10,13
"6128",30,10,26
"6129",30,10,13
"6130",30,10,14
"6131",30,10,4
"6132",30,10,18
"6133",30,10,28
"6134",30,10,122
"6135",30,10,17
"6136",30,10,9
"6137",30,10,22
"6138",30,10,10
"6139",30,10,18
"6140",30,10,11
"6141",30,10,23
"6142",30,10,15
"6143",30,10,14
"6144",30,10,25
"6145",30,10,15
"6146",30,10,13
"6147",30,10,4
"6148",30,10,88
"6149",30,10,9
"6150",30,10,18
"6151",30,10,21
"6152",30,10,23
"6153",30,10,6
"6154",30,10,79
"6155",30,10,22
"6156",30,10,36
"6157",30,10,10
"6158",30,10,43
"6159",30,10,19
"6160",30,10,11
"6161",30,10,23
"6162",30,10,15
"6163",30,10,4
"6164",30,10,81
"6165",30,10,19
"6166",30,10,13
"6167",30,10,5
"6168",30,10,11
"6169",30,10,7
"6170",30,10,20
"6171",30,10,8
"6172",30,10,11
"6173",30,10,19
"6174",30,10,44
"6175",30,10,11
"6176",30,10,84
"6177",30,10,22
"6178",30,10,12
"6179",30,10,13
"6180",30,10,36
"6181",30,10,9
"6182",30,10,4
"6183",30,10,7
"6184",30,10,9
"6185",30,10,8
"6186",30,10,74
"6187",30,10,9
"6188",30,10,14
"6189",30,10,31
"6190",30,10,12
"6191",30,10,24
"6192",30,10,7
"6193",30,10,22
"6194",30,10,26
"6195",30,10,8
"6196",30,10,17
"6197",30,10,23
"6198",30,10,15
"6199",30,10,15
"6200",30,10,10
"6201",30,10,15
"6202",30,10,10
"6203",30,10,3
"6204",30,10,12
"6205",30,10,16
"6206",30,10,11
"6207",30,10,10
"6208",30,10,29
"6209",30,10,48
"6210",30,10,9
"6211",30,10,16
"6212",30,10,37
"6213",30,10,40
"6214",30,10,74
"6215",30,10,17
"6216",30,10,39
"6217",30,10,74
"6218",30,10,11
"6219",30,10,10
"6220",30,10,22
"6221",30,10,6
"6222",30,10,10
"6223",30,10,11
"6224",30,10,11
"6225",30,10,19
"6226",30,10,36
"6227",30,10,13
"6228",30,10,17
"6229",30,10,17
"6230",30,10,6
"6231",30,10,50
"6232",30,10,37
"6233",30,10,12
"6234",30,10,24
"6235",30,10,25
"6236",30,10,16
"6237",30,10,70
"6238",30,10,23
"6239",30,10,5
"6240",30,10,37
"6241",30,10,7
"6242",30,10,28
"6243",30,10,7
"6244",30,10,17
"6245",30,10,6
"6246",30,10,8
"6247",30,10,16
"6248",30,10,26
"6249",30,10,12
"6250",30,10,10
"6251",30,10,34
"6252",30,10,13
"6253",30,10,19
"6254",30,10,16
"6255",30,10,8
"6256",30,10,12
"6257",30,10,20
"6258",30,10,12
"6259",30,10,4
"6260",30,10,9
"6261",30,10,46
"6262",30,10,5
"6263",30,10,35
"6264",30,10,16
"6265",30,10,16
"6266",30,10,4
"6267",30,10,48
"6268",30,10,154
"6269",30,10,19
"6270",30,10,23
"6271",30,10,53
"6272",30,10,21
"6273",30,10,18
"6274",30,10,13
"6275",30,10,37
"6276",30,10,13
"6277",30,10,16
"6278",30,10,11
"6279",30,10,29
"6280",30,10,7
"6281",30,10,7
"6282",30,10,12
"6283",30,10,10
"6284",30,10,12
"6285",30,10,69
"6286",30,10,20
"6287",30,10,10
"6288",30,10,8
"6289",30,10,5
"6290",30,10,14
"6291",30,10,26
"6292",30,10,23
"6293",30,10,14
"6294",30,10,45
"6295",30,10,21
"6296",30,10,12
"6297",30,10,3
"6298",30,10,29
"6299",30,10,31
"6300",30,10,11
"6301",30,10,82
"6302",30,10,8
"6303",30,10,48
"6304",30,10,9
"6305",30,10,92
"6306",30,10,18
"6307",30,10,15
"6308",30,10,11
"6309",30,10,5
"6310",30,10,14
"6311",30,10,28
"6312",30,10,31
"6313",30,10,3
"6314",30,10,5
"6315",30,10,8
"6316",30,10,21
"6317",30,10,65
"6318",30,10,19
"6319",30,10,19
"6320",30,10,4
"6321",30,10,4
"6322",30,10,20
"6323",30,10,41
"6324",30,10,14
"6325",30,10,25
"6326",30,10,43
"6327",30,10,45
"6328",30,10,27
"6329",30,10,20
"6330",30,10,4
"6331",30,10,2
"6332",30,10,20
"6333",30,10,19
"6334",30,10,7
"6335",30,10,26
"6336",30,10,31
"6337",30,10,14
"6338",30,10,9
"6339",30,10,30
"6340",30,10,10
"6341",30,10,13
"6342",30,10,104
"6343",30,10,52
"6344",30,10,15
"6345",30,10,5
"6346",30,10,24
"6347",30,10,23
"6348",30,10,12
"6349",30,10,21
"6350",30,10,13
"6351",30,10,27
"6352",30,10,4
"6353",30,10,12
"6354",30,10,29
"6355",30,10,30
"6356",30,10,43
"6357",30,10,5
"6358",30,10,24
"6359",30,10,25
"6360",30,10,19
"6361",30,10,11
"6362",30,10,20
"6363",30,10,2
"6364",30,10,10
"6365",30,10,6
"6366",30,10,56
"6367",30,10,15
"6368",30,10,20
"6369",30,10,9
"6370",30,10,19
"6371",30,10,28
"6372",30,10,11
"6373",30,10,14
"6374",30,10,118
"6375",30,10,36
"6376",30,10,13
"6377",30,10,28
"6378",30,10,13
"6379",30,10,16
"6380",30,10,11
"6381",30,10,9
"6382",30,10,21
"6383",30,10,11
"6384",30,10,20
"6385",30,10,12
"6386",30,10,23
"6387",30,10,23
"6388",30,10,16
"6389",30,10,56
"6390",30,10,10
"6391",30,10,33
"6392",30,10,4
"6393",30,10,61
"6394",30,10,8
"6395",30,10,40
"6396",30,10,7
"6397",30,10,19
"6398",30,10,12
"6399",30,10,89
"6400",30,10,48
"6401",30,10,13
"6402",30,10,45
"6403",30,10,10
"6404",30,10,9
"6405",30,10,117
"6406",30,10,4
"6407",30,10,11
"6408",30,10,14
"6409",30,10,29
"6410",30,10,4
"6411",30,10,9
"6412",30,10,19
"6413",30,10,34
"6414",30,10,118
"6415",30,10,17
"6416",30,10,23
"6417",30,10,4
"6418",30,10,35
"6419",30,10,30
"6420",30,10,16
"6421",30,10,10
"6422",30,10,39
"6423",30,10,13
"6424",30,10,7
"6425",30,10,21
"6426",30,10,68
"6427",30,10,37
"6428",30,10,14
"6429",30,10,8
"6430",30,10,11
"6431",30,10,9
"6432",30,10,15
"6433",30,10,15
"6434",30,10,62
"6435",30,10,18
